"id","name","parent_id","date"
"11140","Dr. Mabuse",\N,"1962-09-07"
"11173","Die wilden Kerle",\N,"2016-02-11"
"11294","Pusher",\N,"2005-09-02"
"11341","Die Lümmel von der ersten Bank",\N,"1972-01-01"
"11924","Michel aus Lönneberga",\N,"1973-10-06"
"11582","Don Camillo",\N,"1984-05-04"
"11685","Night of the Living Dead",\N,"2009-12-01"
"11716","Addams Family",\N,"1998-09-22"
"11794","Ginger Snaps",\N,"2004-01-30"
"11875","Pippi Langstrumpf",\N,"1970-11-14"
"12075","Elling",\N,"2005-09-23"
"12077","St. Trinian's",\N,"2007-12-10"
"12087","Herbie",\N,"2005-06-19"
"12141","3 Men",\N,"1990-11-21"
"12203","Jui kuen",\N,"1994-02-03"
"12263","The Exorcist",\N,"2005-03-18"
"12267","Immenhof",\N,"1974-09-13"
"12687","Psycho",\N,"2017-04-24"
"15971","Apur Sansar",\N,"1959-01-01"
"12961","Games Odyssey",\N,"2002-12-05"
"13135","Drogues et cerveau",\N,"2005-10-14"
"13295","xXx",\N,"2005-04-27"
"13326","The Emperor's New Groove",\N,"2005-11-29"
"13346","The Net",\N,"2006-02-07"
"13365","Wild Things",\N,"2010-06-01"
"13382","The Butterfly Effect",\N,"2009-01-09"
"13501","Ware Tier",\N,"2006-11-07"
"13386","Jackass",\N,"2010-10-13"
"13485","Skin Territory",\N,"2014-01-01"
"13493","National Treasure",\N,"2007-12-13"
"13495","The Arrival",\N,"1998-11-06"
"13498","L' Auberge Espagnole",\N,"2013-08-23"
"13522","Final Fantasy",\N,"2005-09-14"
"13532","7 Zwerge",\N,"2006-10-24"
"14073","Analyze This",\N,"2002-12-06"
"14075","Hostel",\N,"2011-12-22"
"14081","The Thin Man",\N,"1944-11-21"
"14118","Basic Instinct",\N,"2006-03-21"
"14123","Dune",\N,"2003-03-16"
"14139","Discworld",\N,"2008-03-23"
"14149","[Rec]",\N,"2009-09-02"
"14408","Hellboy",\N,"2008-07-10"
"14450","Stargate Franchise",\N,"2011-05-09"
"14462","Offenbarung: Gottes \"roadmap\" zum ewigen Frieden",\N,"2004-02-20"
"14463","Gesundheit: kein Zufall!",\N,"2005-05-04"
"14465","Zeitgeschehen",\N,"2005-05-05"
"14466","Bludenz 2007",\N,"2007-06-09"
"14480","The X Files",\N,"2018-03-21"
"14514","Beowulf",\N,"2007-11-14"
"14521","OTE",\N,"2011-06-01"
"14536","The Whole Yards",\N,"2004-04-07"
"14538","Zärtliche Chaoten",\N,"1988-06-30"
"14549","The Dentist",\N,"1998-01-01"
"14570","Dirty Dancing",\N,"2004-02-27"
"14571","Meet the Parents",\N,"2010-08-05"
"14579","Hot Shots!",\N,"1993-05-21"
"14581","ヱヴァンゲリヲン新劇場版",\N,"2012-11-17"
"14583","The Art of War",\N,"2008-08-12"
"14587","Playboy: Voluptuous Vixens",\N,"1998-07-21"
"14717","Cocaine Cowboys",\N,"2008-01-01"
"14727","AVP: Alien vs. Predator",\N,"2007-12-25"
"14744","Vampire Hunter D",\N,"2000-08-25"
"14791","I Kina spiser de hunde",\N,"2002-07-12"
"14798","No Retreat, No Surrender",\N,"1990-03-17"
"14812","Cheaper by the Dozen",\N,"2005-12-21"
"14841","Open Season",\N,"2015-12-18"
"15063","The Twilight Saga",\N,"2012-11-14"
"15580","Crank",\N,"2009-04-16"
"15586","Kung Fu Panda",\N,"2016-01-28"
"15591","Harold & Kumar",\N,"2011-11-04"
"15593","Ong-Bak",\N,"2010-05-05"
"15980","Re-Animator",\N,"2003-04-04"
"15659","High School Musical",\N,"2010-01-01"
"15660","Vi på Saltkråkan",\N,"1967-12-02"
"15703","South Park Filmreihe",\N,"2008-03-11"
"15742","Quatermass",\N,"1957-06-17"
"15757","英雄本色",\N,"1989-10-20"
"16054","Speed",\N,"1997-06-13"
"15787","Lupin III",\N,\N
"26283","Return of the Living Dead",\N,"2005-10-15"
"15816","Heimat",\N,"1993-03-04"
"15824","Reformation",\N,"2009-02-12"
"15857","Che",\N,"2008-05-22"
"16047","Rupan sansei",\N,"2010-02-12"
"16055","Cannonball Run",\N,"1989-04-21"
"16063","Bleach",\N,"2010-12-04"
"16091","Naruto",\N,"2014-12-06"
"16118","One Piece",\N,"2015-12-19"
"16171","Tetsuo",\N,"1992-10-03"
"16211","Open Water",\N,"2017-02-25"
"16341","Cabin Fever",\N,"2016-02-12"
"16451","Dungeons & Dragons",\N,"2005-01-01"
"17400","Brenner-Tetralogie",\N,"2015-03-05"
"17590","The Hobbit",\N,"2014-12-01"
"19116","Miss Congeniality",\N,"2005-03-11"
"19899","Twitches",\N,"2007-10-12"
"20018","The Karnstein Trilogy",\N,"1971-10-03"
"20019","Der WiXXer",\N,"2007-03-22"
"20148","Fantômas-Trilogie",\N,"1967-06-20"
"20201","Fallen",\N,"2007-08-05"
"20318","Cruel Intentions",\N,"2004-05-25"
"20322","Dekalog",\N,"1988-12-31"
"20461","Alvin and the Chipmunks",\N,"2015-12-06"
"20870","The Avengers",\N,"2018-05-04"
"21189","Fantomas",\N,"1980-10-11"
"21384","American Graffiti",\N,"1979-08-03"
"21472","Breathless - Dominance of the Moment",\N,\N
"21502","Cats & Dogs",\N,"2001-06-23"
"21547","20th Century Boys",\N,"2009-08-29"
"21672","Hexe Lilli",\N,"2017-11-09"
"22094","Madagascar",\N,"2012-05-18"
"22763","Millenium Trilogie",\N,"2009-11-27"
"23033","8 MM",\N,"2005-11-22"
"23065","Wir werden alle überwacht!",\N,"2006-01-03"
"23103","Maniac Cop",\N,"1993-02-01"
"23229","The Glass House",\N,"2006-10-03"
"23234","Carry On",\N,"1975-12-19"
"24770","Cars",\N,"2017-06-10"
"25369","Whitechapel",\N,"2009-02-16"
"25649","The Santa Clause",\N,"2006-11-02"
"26193","Trilogia del dollaro",\N,"1966-12-23"
"26250","Tempelriddernes Skat",\N,"2008-03-14"
"26274","Bring It On",\N,"2009-09-01"
"26460","Crazy Race",\N,"2006-10-22"
"26467","Halifax f.p.",\N,"1998-09-06"
"26700","Gonger",\N,"2010-01-25"
"27090","Six contes moraux",\N,"1972-09-29"
"27598","Freche Mädchen",\N,"2008-07-17"
"27765","Smokin' Aces",\N,"2010-01-19"
"28322","L'ennemi public n°1",\N,"2008-10-22"
"82310","Hercules: The Legendary Journeys",\N,"1999-11-22"
"28605","The Fly",\N,"1989-02-10"
"29121","BarberShop",\N,"2004-01-20"
"29371","Yusuf Trilogie",\N,"2010-02-11"
"29626","Die Neue Weltordnung",\N,"2008-09-05"
"29643","Sherlock Holmes",\N,"2011-12-22"
"96141","Dora Heldt",\N,"2016-05-05"
"29905","100 Jahre Deutschland",\N,\N
"30296","The Boondock Saints",\N,"2009-10-30"
"30872","Tron",\N,"2013-01-01"
"31378","Agent Aika",\N,"2009-01-01"
"32360","Kreation versus Evolution",\N,"2010-01-07"
"32641","Kottan ermittelt",\N,"2010-12-03"
"32957","Monsters, Inc.",\N,"2013-06-08"
"33096","デスノート",\N,"2008-02-09"
"33220","Riget",\N,"1997-09-05"
"33258","The Sandlot",\N,"2007-04-21"
"33538","Kick-Ass",\N,"2013-08-14"
"33579","Johnny English",\N,"2018-09-20"
"33762","Yip Man",\N,"2015-12-16"
"35020","Kurtlar vadisi",\N,"2010-11-05"
"34296","Contes des quatres Saisons",\N,"1998-09-07"
"35913","リング",\N,"1999-06-10"
"35914","The Ring",\N,"2017-02-01"
"36332","The Gate",\N,"1990-01-01"
"36457","Bumfights",\N,\N
"36528","Unzensiert: Was die Massenmedien Ihnen verschweigen!",\N,"2010-08-01"
"36760","In 3 Tagen bist du tot",\N,"2008-08-10"
"37250","Der Doc und die Hexe",\N,"2012-09-20"
"37411","Keinohrhasen",\N,"2011-01-01"
"37546","Kreation - Evolution",\N,"2004-02-13"
"37793","Don Quijote von der Mancha",\N,\N
"38184","Missing in Action",\N,"1988-01-22"
"39077","Merah Putih",\N,"2010-09-08"
"40562","Blender",\N,"2012-09-26"
"41398","The Hunchback of Notre Dame",\N,"2002-02-13"
"41429","Green Street Hooligans",\N,"2013-10-21"
"102366","Wanderhure",\N,"2012-11-13"
"42203","Kreutzer kommt",\N,"2012-10-20"
"42839","Rockt das Brot",\N,"2006-06-24"
"44004","Men in Black",\N,\N
"112431","Bad Santa",\N,"2016-11-23"
"45044","Klovn",\N,"2010-12-16"
"45076","Место встречи изменить нельзя",\N,\N
"46799","Teen Wolf",\N,"1987-11-20"
"46885","Atlas Shrugged",\N,\N
"47094","Monsterpiece Theatre",\N,"2011-10-30"
"49176","Niko",\N,"2012-09-29"
"106472","Allmen",\N,"2019-07-13"
"116560","Walking Tall",\N,"2007-09-25"
"50893","French Connection",\N,"1975-05-18"
"51231","K-9",\N,"2002-07-30"
"52776","Police State",\N,"2010-01-01"
"53031","Conan",\N,"1984-06-29"
"53087","The Descent",\N,"2009-08-24"
"53238","Wanted",\N,"2008-06-27"
"53820","New Kids",\N,"2011-12-08"
"53930","Keine Zeit für Rebellion",\N,"2011-02-18"
"104842","Die Fremde und das Dorf",\N,"2017-03-22"
"98616","Almighty",\N,"2007-06-10"
"55467","Olympia",\N,"1938-04-25"
"56301","Иван Грозный",\N,"1946-01-01"
"56789","Tokugawa",\N,"1969-05-02"
"57042","The Princess Diaries",\N,"2004-08-07"
"59537","Westworld",\N,"1976-08-13"
"57448","Ginî piggu",\N,"1986-04-10"
"57577","Balzac",\N,"1999-09-20"
"57734","Über den Inseln Afrikas",\N,\N
"57822","Nativity",\N,"2012-11-23"
"58088","La Cage Aux Folles",\N,"1980-12-10"
"58300","Mondo Cannibale",\N,"1983-06-03"
"58355","The Cremaster Cycle",\N,\N
"58443","Dog Star Man",\N,"1964-01-01"
"58612","Hitori kakurenbo",\N,"2009-05-23"
"59435","Men In Black",\N,"2019-06-11"
"59488","Fantômas",\N,"1914-05-01"
"59543","Arsène Lupin contra Sherlock Holmes",\N,"1911-03-04"
"60091","Soukromé století",\N,\N
"61677","Frankenstein",\N,"1948-06-15"
"62136","Despicable Me",\N,"2017-06-14"
"63212","Carrie",\N,"1999-03-12"
"63257","Save the Last Dance",\N,"2006-01-01"
"63421","Grease",\N,"1982-06-11"
"64795","Paranormal Activity",\N,"2015-10-20"
"64808","Candyman",\N,"1999-07-09"
"66952","La Boum",\N,"1982-01-01"
"69050","Człowiek z marmuru",\N,"1981-07-27"
"71766","Zukunft Erde",\N,"2011-11-10"
"71894","人間の條件",\N,"1961-01-01"
"72880","Sturm aus dem Norden",\N,"2012-11-16"
"75172","Dreileben",\N,"2011-08-29"
"75945","National Lampoon's Vacation",\N,"2015-07-29"
"75946","The Smurfs",\N,"2017-03-30"
"76699","The Hunger Games",\N,"2015-11-04"
"77672","Allein unter ...",\N,"2014-12-01"
"79488","The Cousins' War",\N,"2017-06-04"
"81758","Wrong Turn",\N,"2014-08-22"
"81500","Inga Lindström",\N,"2019-11-06"
"81505","Marie Brand",\N,"2019-04-20"
"81506","Lauras Stern",\N,"2011-10-13"
"81495","MacGyver",\N,"2019-05-10"
"81504","Der Staatsanwalt hat das Wort",\N,"1991-06-16"
"81578","Diary of a Wimpy Kid",\N,"2017-05-17"
"81501","Rosamunde Pilcher",\N,"2019-12-01"
"81223","Fünf Freunde",\N,"2018-03-15"
"81773","The Rockford Files",\N,"1999-04-20"
"93103","The Divergent Series",\N,"2016-03-09"
"81820","How to Train Your Dragon",\N,"2019-01-03"
"81840","Per Fly Trilogie",\N,"2005-08-26"
"82479","Dorfpolizist Krause",\N,"2019-02-01"
"82749","In einem Land vor unserer Zeit",\N,"2016-02-02"
"82836","Sechs auf einen Streich",\N,"2018-12-26"
"83537","Lotta & ...",\N,"2019-04-25"
"96972","Fred Vargas",\N,"2009-03-18"
"84053","Neben der Spur",\N,"2018-03-12"
"84144","Der Metzger...",\N,"2015-02-12"
"86181","The Librarian",\N,"2015-12-27"
"84424","The Brotherhood",\N,"2005-03-01"
"96417","Die Vampirschwestern",\N,"2016-12-08"
"92571","Bauernprinzessin",\N,"2009-02-18"
"84834","Polt",\N,"2018-02-02"
"84836","Sams",\N,"2012-03-29"
"88278","Firefly",\N,"2005-08-22"
"89665","Percy Jackson",\N,"2013-08-07"
"86820","Taken",\N,"2017-05-01"
"86746","Annika Bengtzon",\N,"2012-06-26"
"89804","Dhoom",\N,"2013-12-19"
"102374","Snezhnaya koroleva",\N,"2018-12-21"
"89241","Shanghai Noon",\N,"2003-01-01"
"93624","Jack Ryan",\N,"2014-01-16"
"89242","Ghost Rider",\N,"2012-02-17"
"88757","Katie Fforde",\N,"2019-04-22"
"88754","Utta Danella",\N,"2015-11-20"
"87099","Taunuskrimi",\N,"2018-01-03"
"89463","American Ninja",\N,"1990-08-31"
"94391","Night at the Museum",\N,"2014-12-17"
"87640","Insidious",\N,"2018-01-04"
"97110","Thor",\N,"2017-10-10"
"95577","Alex Cross",\N,"2012-10-15"
"91079","Den som dræber",\N,"2011-05-08"
"94719","Journey",\N,"2012-01-19"
"94471","The Punisher",\N,"2017-11-17"
"88774","Clash of the Titans",\N,"2012-03-28"
"88825","The Hangover",\N,"2013-05-22"
"85680","G.I. Joe",\N,"2013-03-11"
"86903","Beverly Hills Chihuahua",\N,"2012-09-03"
"91874","Das Beste kommt erst",\N,"2015-12-22"
"102691","Manuale d'amore",\N,"2011-02-25"
"87442","Leprechaun",\N,"2014-08-26"
"94084","Kluftingerkrimi",\N,"2016-06-26"
"87625","Ernest",\N,"1998-01-01"
"91541","Gremlins",\N,"1990-06-15"
"99807","The Design of Life",\N,"2013-01-01"
"89638","Nature Unleashed",\N,"2005-04-12"
"88311","Liebe am Fjord",\N,"2016-10-19"
"89988","Spider-Man",\N,"2019-06-26"
"89976","Spawn",\N,"1999-05-23"
"90420","Kokowääh",\N,"2013-02-07"
"90473","The Disappearance of Eleanor Rigby",\N,"2014-05-17"
"94253","BloodRayne",\N,"2010-11-05"
"89803","Barbie",\N,"2017-11-02"
"95626","The Mask",\N,"2005-02-18"
"87729","Ein Sommer in ...",\N,"2019-10-27"
"88970","Sharknado",\N,"2017-08-06"
"100125","Meatballs",\N,"1992-03-06"
"94544","John Carpenter's Vampires",\N,"2005-01-02"
"91768","Flicka",\N,"2012-04-01"
"93241","Kiriku",\N,"2012-09-28"
"93956","Dead Snow",\N,"2014-01-19"
"96238","The Bill Douglas Trilogy",\N,"1976-01-01"
"95516","Wohin und zurück",\N,"1986-03-09"
"99941","Pane, amore e...",\N,"1955-12-22"
"92229","Johnny Worricker",\N,"2014-03-27"
"95820","Fanny",\N,"2016-06-03"
"99158","Death Wish",\N,"1994-01-14"
"94924","Ironclad",\N,"2014-03-14"
"99359","Daddy Day Care",\N,"2007-08-08"
"97935","Paradise Lost",\N,"2011-09-11"
"98523","Under Siege",\N,"1995-07-14"
"99672","Mirrors",\N,"2010-01-01"
"100070","Veronica Mars",\N,"2014-03-08"
"93534","Red Riding",\N,"2009-02-28"
"92504","Frühling",\N,"2019-03-03"
"100617","Der Hafenpastor",\N,"2016-10-14"
"95364","Quarantine",\N,"2011-01-27"
"94773","The Dog Who Saved...",\N,"2015-06-09"
"96311","Reihenhaus",\N,"2016-05-26"
"91639","The Good Witch",\N,"2011-08-05"
"98935","Trancers",\N,"1991-05-01"
"91466","Trilogie marseillaise",\N,"1936-11-11"
"93349","Hulk",\N,"2008-06-13"
"96547","Lilo & Stitch",\N,"2005-08-15"
"92318","Natalie - Babystrich",\N,"2003-01-28"
"93788","Paul Blart: Mall Cop",\N,"2015-04-09"
"93152","Fast-Perfekt-Trilogie",\N,"1999-02-19"
"93056","Snabba Cash",\N,"2013-08-30"
"91923","Before Sunrise",\N,"2013-01-20"
"93346","Bibi & Tina",\N,"2017-02-15"
"96118","The Purge",\N,"2016-06-29"
"97931","Nymphomaniac",\N,"2013-12-25"
"99300","Mr. Bean",\N,"2007-03-22"
"99251","Alles was recht ist",\N,"2011-01-20"
"94592","Die Heilerin",\N,"2008-12-17"
"96003","Rico und Oskar",\N,"2016-04-28"
"98016","Wolf Creek",\N,"2013-08-30"
"99544","Familie Sandgruber",\N,"2009-01-17"
"91005","Bad Boys",\N,"2003-07-09"
"97283","Batman: The Dark Knight Returns",\N,"2013-01-29"
"92122","The Thing",\N,"2011-10-13"
"93663","Grown Ups",\N,"2013-07-11"
"97104","Cloudy with a Chance of Meatballs",\N,"2013-09-26"
"99802","Dragonball Z - The Movies",\N,"2015-03-30"
"93351","Rio",\N,"2014-03-20"
"92779","Paradies-Trilogie",\N,"2013-02-13"
"90977","Charlie's Angels",\N,"2011-12-18"
"95116","Brüder",\N,"2006-05-10"
"90459","Die Nibelungen",\N,"1924-04-26"
"91188","Robert Langdon",\N,"2016-10-08"
"91576","Joachim Vernau",\N,"2019-01-14"
"96121","Edelstein-Trilogie",\N,"2016-07-07"
"99195","As Mil e Uma Noites",\N,"2015-05-20"
"90738","Balto",\N,"2004-09-30"
"90257","RED",\N,"2013-07-18"
"92719","Die Hebamme",\N,"2016-02-16"
"100409","Es kann nicht sein, was nicht sein darf",\N,"2016-03-16"
"97972","Sinister",\N,"2015-08-19"
"93667","Mitten in Deutschland: NSU",\N,"2016-04-06"
"94666","30 Days of Night",\N,"2010-09-01"
"101446","The Gamers",\N,"2013-01-01"
"98336","Eberhoferkrimi",\N,"2019-08-01"
"98040","Undisputed",\N,"2016-09-22"
"94774","The Scorpion King",\N,"2015-01-06"
"94798","Von Kreta nach Malta",\N,"2015-11-06"
"91551","The Cell",\N,"2009-02-27"
"91472","Märchenperlen",\N,"2018-12-24"
"91348","Death Race",\N,"2018-10-02"
"101369","Air Buddies",\N,"2013-08-08"
"101157","Antboy",\N,"2016-02-11"
"99987","The Expendables",\N,"2014-08-04"
"97416","The Marine",\N,"2017-04-24"
"101116","Kommissar Hattinger",\N,"2016-10-17"
"98417","Usedom-Krimi",\N,"2019-11-14"
"100385","Die Alpenklinik",\N,"2011-09-08"
"98790","Saints And Soldiers",\N,"2014-08-15"
"102091","Minority Report",\N,"2015-11-30"
"100037","300",\N,"2014-03-05"
"99426","Into the Blue",\N,"2009-04-21"
"99545","Fright Night",\N,"2013-10-01"
"98932","Gourmet Detective",\N,"2015-08-02"
"94922","Vorstadtkrokodile",\N,"2011-01-20"
"99849","Maze Runner",\N,"2018-01-11"
"94925","Elizabeth",\N,"2007-09-09"
"94963","Machete",\N,"2013-09-26"
"101516","Arthur et les Minimoys",\N,"2010-10-13"
"102218","Jump Street",\N,"2014-06-05"
"102680","Heroes",\N,"2016-01-21"
"102003","Legally Blonde",\N,"2009-04-14"
"101604","On Wings of Eagles",\N,"1986-05-19"
"102611","Zeichen der Zeit",\N,"2016-07-07"
"102109","Captain America",\N,"2014-03-13"
"101814","Almuth und Rita",\N,"2016-11-25"
"101924","Niederbayernkrimi",\N,"2013-10-19"
"113185","Der Bockerer",\N,"2003-10-31"
"115451","Warlock",\N,"1999-05-28"
"114772","The Incredibles",\N,"2018-06-05"
"113426","Lost Boys",\N,"2010-10-12"
"103499","Les Bronzés",\N,"2006-02-01"
"102704","Pettson och Findus",\N,"2016-11-03"
"118806","Woche der Gesundheit",\N,"2018-10-08"
"113527","Tonio & Julia",\N,"2019-03-28"
"108768","The Woman in Black",\N,"2014-12-30"
"107712","Hart to Hart",\N,"1996-08-25"
"111060","Silent Hill",\N,"2012-10-25"
"110249","Hitman",\N,"2015-08-19"
"106139","Smetto quando voglio",\N,"2017-02-02"
"104776","Mythica",\N,"2015-12-11"
