"movie_id","runtime","budget","revenue","homepage"
"7218","460","0","0",""
"7219","91","0","0",""
"7220","124","33000000","54700105",""
"7227","114","0","0",""
"7228","104","0","0",""
"7229","85","0","0",""
"7230","84","0","0",""
"7233","103","0","0",""
"7234","79","0","0",""
"7237","79","0","0",""
"7248","88","0","0",""
"7249","88","0","0",""
"7266","96","0","0",""
"7267","90","0","0","http://www.tbsdefilm.nl/"
"7268","75","0","0",""
"7269","84","0","0",""
"7270","116","0","65565672",""
"7271","80","300000","0","http://www.vebfilm.net/"
"7272","10","0","0",""
"7273","99","0","0",""
"7274","85","0","0",""
"7275","6","0","0",""
"7276","103","0","0",""
"7277","92","0","0",""
"7278","84","0","40339721","http://www.meetthespartans.com/"
"7279","910","0","0",""
"7280","120","0","0",""
"7281","85","0","0",""
"7282","90","0","0",""
"7288","89","40000000","19322135",""
"7289","90","0","0",""
"7290","99","0","0",""
"7291","110","0","0",""
"7292","90","0","0",""
"7294","97","0","0",""
"7295","106","0","0",""
"7296","86","0","0",""
"7297","90","0","0",""
"7298","116","0","0",""
"7299","107","20000000","5400000",""
"7300","108","0","97529550",""
"7301","91","0","0",""
"7302","53","0","0",""
"7303","105","0","0",""
"7304","122","0","0",""
"7305","127","0","0",""
"7325","73","0","0","http://www.kinoweb.it/in_uscita/biutiful_cauntri/scheda.htm"
"7326","96","7500000","231411584","www.foxsearchlight.com/juno/"
"7327","90","0","0",""
"7340","98","1800000","33800000",""
"7341","104","0","0",""
"7342","132","0","0",""
"7343","110","0","0","www.cidadedoshomens.com.br/"
"7344","87","0","0","www.absudistan-derfilm.de"
"7345","158","25000000","76000000","http://www.therewillbeblood.com/"
"7346","87","0","0",""
"7347","118","0","0","http://www.tropadeeliteofilme.com.br/"
"7348","110","1200000","0",""
"7349","88","0","0",""
"7350","97","45000000","0","http://thebucketlist.warnerbros.com/"
"7351","138","0","0",""
"7353","108","0","0",""
"7364","124","281000000","202900000",""
"7392","94","0","0",""
"7442","99","19000000","174999005",""
"7443","84","45000000","224834564",""
"7444","0","0","0",""
"7445","90","0","0",""
"7446","107","92000000","188000000","http://www.tropicthunder.com/"
"7447","70","0","0",""
"7448","0","0","0",""
"7449","95","0","0",""
"7450","92","75000000","36754634",""
"7451","123","70000000","277448382",""
"7452","125","0","0",""
"7453","109","50000000","104478416",""
"7454","95","0","0",""
"7456","105","0","0","http://www.die-wolke.com/"
"7457","118","0","0",""
"7458","84","0","0",""
"7459","129","0","0","speedracerthemovie.warnerbros.com/"
"7460","84","0","0","http://www.dieanruferin-derfilm.de/"
"7461","90","40000000","150000000","http://www.vantagepoint-movie.com/index.php"
"7462","94","2000000","3500000",""
"7483","90","0","0",""
"7484","86","85000000","0",""
"7485","124","60000000","95575653",""
"7500","94","0","0",""
"7501","91","0","0",""
"7502","95","0","0",""
"7504","101","0","0",""
"7506","95","0","0",""
"7507","104","0","0",""
"7508","165","0","0",""
"7509","115","0","0",""
"7510","116","12000000","6754898",""
"7511","115","20000000","0",""
"7512","84","30000000","0",""
"7513","92","0","0",""
"7514","120","0","0",""
"7515","92","0","0",""
"7516","109","0","0",""
"7517","89","0","0",""
"7518","83","0","336002981",""
"7520","104","0","171504781",""
"7547","97","0","0",""
"7548","114","0","0",""
"7549","135","0","0",""
"7550","108","0","0",""
"7551","126","75000000","180557550",""
"7552","90","0","202000000",""
"7553","94","0","0",""
"7554","74","0","0","http://www.thecatsofmirikitani.com/"
"7555","90","0","0","http://movies.break.com/rambo/"
"7734","91","0","0",""
"7735","107","7500000","19000000","http://www.welle.film.de/"
"7736","88","0","0",""
"7737","95","45000000","147418818","http://www.sonypictures.com/movies/residentevilextinction/index.html"
"7738","180","0","0",""
"7797","125","0","0","http://www.ywyfilm.com/"
"7837","88","0","0",""
"7839","90","0","0","http://www.weddingdazemoviedvd.com/"
"7840","109","105000000","266000000",""
"7857","127","0","0",""
"7858","97","0","0",""
"7859","107","700000","0","http://www.halfnelsonthefilm.co.uk/"
"7860","106","0","0",""
"7861","103","0","0","http://www.outsourcedthemovie.com/about-synopsis.php"
"7862","98","3000000","0","http://www.diefaelscher.at/"
"7863","105","0","0",""
"7864","87","0","0",""
"7865","40","0","0","http://www.schlaflos-derfilm.de"
"7866","0","0","0",""
"7867","0","0","0",""
"34964","107","0","0",""
"7869","14","0","0",""
"7870","114","8000000","852872","http://www.downinthevalleyfilm.com/main.htm"
"7871","90","0","0",""
"7872","95","0","0","http://www.roadtoguantanamomovie.com/"
"7873","120","0","0",""
"7874","116","0","0","http://www.moanmovie.com/"
"36097","120","0","7000000",""
"7913","157","0","0",""
"7914","90","0","0",""
"7915","5","0","0",""
"7916","91","0","0",""
"7941","100","2000000","5000000",""
"7942","97","0","0","http://www.runfatboyrunmovie.com/"
"26142","95","0","0",""
"7944","120","0","0","http://www.shinealightmovie.com/"
"7972","117","0","0",""
"7973","96","0","0","http://www.bacfilms.com/site/caramel/"
"7974","66","0","0",""
"7975","79","0","0",""
"17644","90","0","0",""
"7979","128","20000000","73200000","http://www.kiterunnermovie.com/"
"7980","139","65000000","93600000",""
"7983","98","0","0",""
"7984","128","0","0",""
"7985","103","0","0","http://www.penelopethemovie.com/"
"7986","115","0","0",""
"7987","110","0","0","http://www.novapoolpictures.de/index.php?p=freischwimmer_derfilm"
"7988","114","0","0",""
"7992","96","0","0","http://www.sixteenfilms.co.uk/films/production_notes/its_a_free_world/"
"8005","104","0","35739755",""
"8007","106","40000000","91700000",""
"8008","101","0","0","http://mouthtomouthmovie.com/"
"8009","116","0","0",""
"8010","91","0","0",""
"8011","99","26000000","0",""
"8012","105","0","0",""
"8014","120","0","0","http://user1208715.sf2000.registeredsite.com/"
"8015","90","0","0",""
"8016","70","0","0",""
"8017","0","0","0",""
"8043","95","0","0",""
"35217","0","0","0",""
"16048","117","0","0","http://www.thefallthemovie.com/"
"8046","121","54000000","7266209","http://www.sonypictures.com/homevideo/catalog/catalogDetail_DVD043396087576.html"
"8047","110","0","0",""
"8048","94","0","0",""
"8049","96","0","0","http://www.lefilsdelepicier-lefilm.com/"
"8051","95","25000000","17000000",""
"8052","102","0","0",""
"8053","116","15000000","12036149",""
"8054","122","45000000","60325930","http://www.doctorparnassus.co.uk/"
"8055","124","0","0",""
"8056","103","0","0",""
"34954","90","0","0",""
"16325","90","0","0",""
"8059","86","0","0","http://www.zeit-der-fische.de/"
"8060","90","12000000","0","http://www.sonyclassics.com/marriedlife/"
"8062","84","0","0","http://www.messiemother.com/"
"8063","0","0","0",""
"8064","92","0","0","http://www.chiko-derfilm.de/"
"8065","123","35000000","69823199","http://www.sonypictures.com/movies/21/"
"8066","99","0","0",""
"8067","103","0","0",""
"8068","106","0","0",""
"8069","98","0","0",""
"8070","94","0","0",""
"8071","95","0","0",""
"8072","100","220000","0",""
"8073","97","0","0",""
"8074","84","0","104038",""
"8075","105","0","0",""
"8076","92","0","0",""
"8077","137","50000000","159773545",""
"8078","109","70000000","162000000",""
"8079","162","7000000","39990809","http://omshantiom.erosentertainment.com/"
"8080","96","0","0",""
"8085","0","0","0",""
"8086","120","300000000","657924295",""
"8087","0","0","0",""
"8088","128","0","0",""
"8089","0","0","0",""
"8090","100","35000000","32483410","http://www.sonypictures.com/movies/untraceable/"
"8092","115","0","0",""
"8093","104","0","0","http://www.khadak.com/"
"8094","119","0","0",""
"8095","243","44000000","57800000",""
"8128","82","0","0",""
"8129","105","0","0",""
"8130","104","45000000","0",""
"8141","90","0","0","http://www.youkillmethefilm.com/"
"8142","0","0","0",""
"8143","93","0","0",""
"8144","88","0","0",""
"8193","82","400000","46118097",""
"8194","98","0","516139",""
"8195","117","0","0",""
"8197","149","35000000","25105255",""
"8198","101","0","0",""
"8199","88","0","0",""
"8200","103","0","0","http://www.farbfilm-verleih.de/filme/neandertal.html"
"8201","86","0","0",""
"8202","89","62000000","52000000",""
"8204","96","90000000","77896929",""
"8205","93","0","0","http://doem.shadowslave.de/index.php?seite=home&PHPSESSID=f405c31c0a2017fd9cb4b291e7947c6d"
"8208","75","0","0",""
"8209","90","200000","0",""
"8211","81","0","0",""
"8212","133","323720","0",""
"8213","100","0","0",""
"8214","96","0","0",""
"8216","94","0","0",""
"8217","102","0","0",""
"8218","60","0","0","http://www.rtl.de/quiz/quiz_werwirdmillionaer.php"
"8219","100","0","0",""
"8220","114","0","0",""
"8221","102","0","0",""
"8222","112","0","0",""
"8223","117","0","0",""
"8224","123","40000000","96618699",""
"8247","88","85000000","183802228","http://www.jumperthemovie.com/"
"8265","106","11000000","53191886","http://www.bienvenuechezleschtis-lefilm.com/"
"8266","118","0","0",""
"8267","90","0","0",""
"8268","118","0","0","http://www.bacfilms.com/site/survivre/"
"8269","137","0","0",""
"8270","99","16000000","5367030","http://video.movies.go.com/thelookout/"
"8271","105","20000000","117573043","http://www.disturbia.com/"
"8272","114","0","0","http://www.foxsearchlight.com/thesavages"
"8273","96","55000000","231449203",""
"8274","97","10000000","0",""
"8275","90","0","0",""
"8276","115","0","0","http://www.ilyalongtempsquejetaime-lefilm.com/"
"8277","85","0","0",""
"8279","130","0","0",""
"8280","151","0","0","http://www.lagraineetlemulet-lefilm.com/"
"8281","108","0","0",""
"8282","100","0","0","http://www.lheuredete-film.mk2.com/"
"8283","86","0","0",""
"8284","116","0","0",""
"8285","103","0","0","http://www.mycityscreams.com/"
"8286","98","0","0",""
"8287","84","0","0","http://www.draussenbleiben.de/"
"8288","88","0","0",""
"8289","128","0","0",""
"8290","132","2290000","0",""
"8291","109","0","27515786","www.janetjackson.com"
"8292","109","45000000","92374674",""
"8293","140","0","0",""
"48081","0","0","0",""
"8316","94","0","0",""
"8317","0","0","0",""
"8318","163","0","0",""
"8319","84","0","0",""
"8321","107","0","0","http://www.filminfocus.com/focus-movies/in-bruges/movie-splash.php"
"8324","113","0","0",""
"8325","90","0","0",""
"8326","117","0","0",""
"8327","114","0","0",""
"8328","98","0","0",""
"8329","78","1500000","0","http://www.3l-filmverleih.de/rec"
"8330","200","0","0",""
"8332","127","0","0",""
"8333","104","0","0",""
"8334","106","100000000","150166126",""
"8336","98","0","0",""
"8337","93","4000000","15000000",""
"8338","120","25000000","19800000","http://www.blindness-themovie.com/"
"8340","98","0","0",""
"8341","138","0","0",""
"8342","98","0","0",""
"8343","160","0","0",""
"8344","89","0","0",""
"8345","94","0","0","www.es-geht-um-alles-der-film.de"
"8346","95","5000000","368744044",""
"8347","100","0","0",""
"8348","115","0","0",""
"8349","120","22500000","0",""
"8350","169","300000000","1021103568","http://www.thehobbit.com/"
"8351","110","0","0",""
"8352","104","0","0","http://www.jetzt-ist-sommer.de/"
"8353","120","0","0",""
"8355","95","0","886700000","http://www.iceagemovie.com/"
"8356","111","0","0",""
"8357","109","0","10000000",""
"8358","143","90000000","429632142",""
"8359","101","0","0","http://www.americangirl.com/movie/"
"8363","114","20000000","169860655","http://www.areyousuperbad.com"
"8366","87","0","0",""
"8367","143","48000000","390493908",""
"8368","111","0","0",""
"8370","91","0","0",""
"8371","90","0","0",""
"8372","109","0","0",""
"8373","147","200000000","835000000",""
"8374","104","7000000","0","www.theboondocksaints.com"
"8379","103","0","0",""
"8380","100","0","0",""
"8382","92","0","0",""
"8383","85","0","0",""
"8386","91","12000000","0",""
"8387","110","0","0",""
"8388","104","0","0",""
"8389","96","0","0",""
"8390","112","0","0","http://www.definitelymaybemovie.com/"
"8391","96","0","0",""
"8392","86","0","0",""
"8393","109","5000000","34000000",""
"8394","45","0","0",""
"8398","80","0","0",""
"8400","90","0","0",""
"8408","102","0","0",""
"8409","105","36000000","44000000",""
"8410","81","0","0","http://www.wildblueyonder.wernerherzog.com/"
"8411","119","39000000","38869464",""
"8413","96","60000000","26700000",""
"8414","100","0","0","http://www.sonyclassics.com/interview/"
"8415","92","0","0",""
"8416","107","0","0",""
"8417","98","0","0",""
"8418","110","0","0",""
"8419","91","0","0",""
"8420","95","0","0",""
"8421","90","0","0",""
"8422","177","0","0",""
"8423","180","0","0",""
"8424","93","0","0",""
"8425","105","0","0",""
"8426","146","33741714","0",""
"8427","97","0","0",""
"8428","105","0","0",""
"8429","125","0","0",""
"8430","140","0","0",""
"8434","103","0","0",""
"8435","91","0","0","http://www.tristramshandymovie.com/"
"8436","85","0","0",""
"8437","95","0","0",""
"8438","122","0","0",""
"8439","150","0","0",""
"8440","148","0","0",""
"8441","113","0","0",""
"8442","120","0","0","http://www.whokilledpixote.com/"
"8443","100","0","0",""
"8444","90","0","0","http://www.domesticasofilme.com/"
"8445","82","0","0",""
"8446","93","0","0",""
"8447","116","0","0",""
"8452","123","0","116000000",""
"8453","168","5300000","0",""
"58572","84","0","0",""
"8456","110","0","0","http://www.neverbackdownthemovie.com/"
"8457","102","0","0","http://www.drillbittaylor.com/"
"8460","99","0","0",""
"8461","112","15000000","0","http://wip.warnerbros.com/funnygames/"
"8462","150","0","0",""
"8463","120","0","4800000",""
"8464","99","0","0",""
"8465","180","0","0",""
"10895","88","2500000","84254167",""
"8467","107","0","247300000",""
"8468","102","0","0",""
"8469","104","2700000","141000000",""
"8470","116","0","0",""
"8471","89","0","0",""
"8487","107","170000000","222000000",""
"8488","118","70000000","368100420",""
"8489","157","107000000","87713825",""
"8490","97","0","0",""
"8491","97","0","0",""
"8494","97","0","0",""
"8512","102","0","0",""
"8536","127","0","0",""
"8545","97","0","0",""
"8546","87","0","0",""
"8555","85","0","0",""
"8556","117","0","0",""
"8557","96","0","0","http://www.truenorth-film.com"
"8558","114","0","0",""
"23536","94","0","0",""
"23539","97","0","0",""
"8579","90","0","0",""
"8581","102","35000000","115407296",""
"8583","111","0","0",""
"8584","110","0","0",""
"8585","80","0","0",""
"8586","68","0","0",""
"8587","89","45000000","968483777",""
"8588","115","0","0",""
"8592","103","0","0",""
"8602","280","0","0",""
"8617","88","0","14796236","http://www.sonypictures.com/movies/promnight/"
"8618","109","0","0","http://www.foxsearchlight.com/site/thehistoryboys/"
"8619","138","0","212000000","http://www.masterandcommanderthefarsideoftheworld.com/"
"8643","116","0","0",""
"8644","33","0","0",""
"8645","90","0","163000000","http://www.thehappeningmovie.com/"
"8646","89","0","0",""
"8648","106","0","0",""
"8649","121","0","0",""
"8651","89","0","0",""
"8652","95","88482","0","http://hi-mu.jp/"
"8653","90","0","0",""
"8654","0","0","0",""
"8656","120","75000000","349000000",""
"8664","87","0","0",""
"8665","133","100000000","65716126",""
"8668","90","0","0","http://www.wir-werden-uns-wiedersehen.com/"
"8669","97","0","0","http://www.charliebartlett-themovie.com/"
"11867","98","0","0",""
"8672","95","0","0",""
"8675","95","0","0",""
"8676","113","70000000","0",""
"8677","180","0","0",""
"8680","174","0","0",""
"8681","93","0","226800000","http://www.takenmovie.com/"
"33000","128","0","0",""
"8688","94","73000000","104000000",""
"8689","95","100000","0",""
"8690","87","0","0",""
"8691","86","0","0",""
"8692","96","0","0",""
"8693","96","0","0",""
"8694","280","0","0","http://www.fashionistasmovies.com/fashionistas/dvd_info.php"
"8696","104","0","0","http://www.calendargirls.tv/home.html"
"8697","108","0","0",""
"8698","110","78000000","175500000",""
"8699","94","0","0",""
"8701","96","0","0",""
"8703","82","0","0",""
"8704","95","0","0",""
"8705","86","0","0",""
"11117","95","0","0",""
"8736","84","0","0","http://www.dikkenek.com/"
"8737","146","0","0",""
"8738","103","0","0",""
"8739","90","0","0",""
"8740","107","0","0",""
"8741","170","0","0",""
"8743","100","0","0",""
"8744","97","0","0",""
"8745","105","0","0",""
"8747","97","0","0",""
"8748","93","0","0","http://video.movies.go.com/eaglevsshark/"
"8749","86","100000","0",""
"8764","90","0","20500000",""
"8765","113","0","0",""
"8766","86","4000000","16675000",""
"8767","100","0","0",""
"8768","110","0","0",""
"8769","110","9700000","21200000",""
"8770","81","0","0","http://uncountedthemovie.com/"
"8771","94","8000000","0",""
"8772","105","0","0",""
"8774","0","0","0",""
"8775","113","0","0",""
"8776","106","0","0",""
"8777","103","0","0",""
"8778","302","0","0",""
"8779","93","0","0",""
"8780","96","30000000","17000000","http://www.babymamamovie.net/"
"8781","90","0","0",""
"8784","92","0","0","http://www.everythingsjakefilm.com/main.html"
"8785","182","0","0",""
"8809","90","0","0",""
"8810","91","0","0",""
"8813","95","0","0",""
"8814","100","60000000","55987321",""
"8815","93","40000000","128891714",""
"8816","101","0","0",""
"8818","134","55000000","141047179",""
"8820","184","0","0",""
"8821","96","0","0",""
"8827","100","0","0",""
"8831","98","27000000","101646581",""
"8832","110","0","0",""
"8833","99","0","0",""
"8834","135","0","136982834",""
"8835","96","18000000","95000000",""
"8836","104","30000000","66000000","http://www.xfiles.com/"
"8838","108","0","0",""
"8839","100","0","287900000",""
"8840","103","0","115267375",""
"8841","128","0","0","http://entrelesmurs-lefilm.fr/site/"
"8842","106","39000000","6614280",""
"8843","109","33000000","104155843",""
"8844","101","65000000","262797249",""
"8845","98","35000000","0",""
"8846","88","0","0",""
"8847","117","0","0","http://www.sonyclassics.com/standardoperatingprocedure/"
"8848","110","0","0","http://thebankjobmovie.com/"
"8849","103","0","0",""
"8850","108","0","0",""
"8851","86","0","0",""
"8852","98","3000000","0",""
"8853","124","0","0",""
"8854","97","0","0",""
"8856","113","0","115103979",""
"8859","80","13000000","73180723",""
"8860","112","0","0",""
"8863","48","0","0",""
"8866","93","0","0",""
"8867","89","0","0",""
"8868","79","0","0",""
"8869","99","0","0",""
"8870","106","0","0",""
"8871","104","123000000","345100000",""
"8872","95","0","0",""
"8873","95","0","0",""
"8874","105","38000000","299300000",""
"8875","97","2600000","0",""
"8876","22","0","0",""
"8877","0","0","0",""
"8878","0","0","0",""
"8879","113","6900000","41410568",""
"8880","135","0","0",""
"24524","105","0","0",""
"8882","135","0","33775751","http://www.mymovies.it/gomorra/"
"8883","120","6500000","0","http://www.flammenogcitronen.dk/"
"8884","98","0","0",""
"8885","90","2000000","10273165","http://waltz-with-bashir.pandorafilm.de/"
"13541","90","0","0",""
"8887","94","0","0","www.luluundjimi.x-verleih.de"
"8888","128","0","0","http://www.imwintereinjahr.film.de/"
"8889","112","0","0",""
"50744","92","0","0",""
"8891","90","0","0",""
"8892","147","0","0",""
"8893","110","0","0",""
"8894","112","0","0",""
"8895","100","0","0",""
"8896","96","0","0",""
"8897","106","0","0",""
"8898","87","23000000","0",""
"8899","105","0","0","http://www.lorna-der-film.de/"
"8900","113","0","0",""
"8901","122","0","0",""
"8902","108","0","0",""
"8903","75","0","0",""
"8904","90","0","0",""
"50378","74","0","0",""
"8906","98","0","0",""
"8907","31","0","0",""
"8908","90","0","0",""
"8909","106","75000000","258270008","http://www.wantedmovie.com/"
"8910","90","0","0",""
"8912","96","3000000","23182223",""
"8913","103","0","0",""
"8914","105","60000000","164648142","http://deepbluesea.warnerbros.com/"
"8915","111","0","0",""
"8916","83","105000000","171757863",""
"8920","80","50000000","198964901",""
"8921","102","0","0",""
"8922","90","10000000","0",""
"8923","109","0","0",""
"8924","0","0","0",""
"8925","115","0","0",""
"8926","122","0","0",""
"8927","98","0","0",""
"8928","75","0","0",""
"8929","97","0","0",""
"8930","88","0","0",""
"8931","90","0","0",""
"8932","109","0","0",""
"8933","90","0","0",""
"8934","117","0","0",""
"8935","112","0","0",""
"8937","120","0","0",""
"8938","110","0","0",""
"8939","100","2000000","0",""
"8940","90","0","0",""
"8941","113","0","0",""
"8942","80","0","0",""
"8943","98","0","0",""
"8944","104","25000000","0",""
"8947","0","0","0",""
"8948","100","0","0","http://www.dieperlmutterfarbe.film.de/"
"8951","104","0","0",""
"8952","102","0","0",""
"8953","126","20000000","0",""
"8954","102","0","0",""
"8959","73","0","0","www.der-weisse-mit-dem-schwarzbrot.de"
"8960","92","150000000","624386746","http://www.sonypictures.com/movies/hancock/"
"8961","141","130000000","262000000",""
"12562","0","0","0",""
"8963","116","0","0",""
"8964","65","0","0",""
"8965","70","0","0",""
"8966","122","37000000","324409770","http://www.twilightthemovie.com/"
"8967","138","0","0",""
"8968","89","0","0","www.uip.de/lo/goodies/posters/pl_boogeyman.html"
"8969","60","0","0",""
"8970","90","75000000","29000000",""
"8972","180","0","0",""
"8973","119","0","0",""
"8974","85","0","0",""
"8975","92","22000000","25800000",""
"8976","107","0","0",""
"8977","90","0","0",""
"8978","91","0","0",""
"8980","88","7000000","0",""
"8981","105","0","0",""
"8982","108","0","0",""
"8983","82","0","0",""
"8984","123","0","214015089",""
"8985","140","2000000","0","http://www.visionsofeurope.dk/"
"8986","104","0","0",""
"8987","108","0","0",""
"8988","113","25000000","11000000","http://www.stoplossmovie.com/"
"8989","111","0","0",""
"8990","79","0","0","    www.kleinesarschloch2.de"
"8991","97","0","0",""
"8992","100","0","0",""
"8995","108","0","0","http://www.crook.at"
"8996","108","0","0",""
"8997","91","0","0",""
"8998","88","0","0",""
"8999","108","0","0",""
"9003","94","1000000","15000000",""
"9004","0","0","0",""
"9005","88","16000000","9016782",""
"9007","95","0","0",""
"9008","157","90000000","60289912",""
"9009","108","0","0",""
"9010","110","0","0",""
"9011","103","0","0",""
"9012","87","0","0",""
"9013","126","0","0",""
"9015","80","0","0",""
"9016","91","140000000","109578115",""
"9017","90","0","0",""
"9019","80","0","0",""
"9020","72","0","0",""
"9021","105","0","0",""
"9022","90","6500000","0","www.mandylane.co.uk"
"9023","80","0","0",""
"9024","92","0","0",""
"9025","121","0","0",""
"9026","94","15000000","17290970",""
"9027","94","0","0",""
"9028","100","0","0",""
"9029","99","35000000","170000000",""
"9030","98","0","0","http://www.theeyethefilm.com"
"9031","95","0","0",""
"9032","93","0","234801895",""
"9033","87","0","0",""
"9034","98","0","0",""
"9035","95","0","0",""
"9036","120","40000000","120000000",""
"9037","115","0","0",""
"9038","116","0","0",""
"9039","106","0","0",""
"9040","129","0","0",""
"9041","130","0","0",""
"9042","97","0","0",""
"9043","103","0","0",""
"9044","125","0","0",""
"9045","132","0","0",""
"9047","95","0","0",""
"9048","98","0","0",""
"12219","117","0","0",""
"9050","99","0","0",""
"9051","122","0","0",""
"9052","87","0","0",""
"9053","87","0","0",""
"9054","94","0","0",""
"9056","101","0","0",""
"9057","102","0","0",""
"9058","104","0","0",""
"9059","92","0","0",""
"9060","91","0","0",""
"9061","98","0","0",""
"9062","99","0","0",""
"9063","104","0","0",""
"9064","97","0","0",""
"9065","112","0","0",""
"9066","84","0","0",""
"9067","98","25000000","0",""
"9069","59","0","0",""
"9070","92","0","0",""
"9071","89","0","0",""
"9072","98","0","0",""
"9073","95","0","0",""
"9074","83","0","0",""
"9075","145","21000000","26768563",""
"9076","104","0","0",""
"9077","80","0","0",""
"9078","79","0","4500000",""
"9079","111","0","0",""
"9080","102","22000000","60000000",""
"9081","101","0","0",""
"9082","90","0","0",""
"9083","0","0","0",""
"9085","116","30000000","0",""
"9086","104","0","0",""
"9087","106","62000000","107879496",""
"9088","80","0","0",""
"9089","103","0","0",""
"9090","105","0","0",""
"9091","106","0","0",""
"9092","100","0","0",""
"9093","131","0","0",""
"9095","104","0","0",""
"9096","106","0","0",""
"9097","115","0","0",""
"9098","100","0","0",""
"9099","93","0","0",""
"9100","101","15000000","24819936",""
"9101","92","0","0",""
"9102","104","0","0",""
"9103","94","0","0",""
"9104","98","0","0",""
"9208","108","0","0",""
"9252","82","0","0",""
"9254","101","0","0",""
"9255","86","0","38612933",""
"9256","90","0","0",""
"9257","117","0","207700000",""
"9258","84","0","0",""
"9259","102","0","0",""
"9260","86","0","0",""
"9261","106","0","0",""
"9262","97","0","0",""
"9263","100","0","0",""
"9264","93","3000000","0",""
"9265","90","0","0",""
"9266","104","0","0",""
"9267","88","0","0",""
"9268","115","100000000","242295562",""
"9269","96","0","0",""
"9270","110","450000","0","http://www.brickmovie.net/"
"9271","106","0","0",""
"9272","87","0","0",""
"9273","90","0","212385533",""
"9274","83","0","0",""
"9275","109","0","0",""
"9276","104","0","0",""
"9277","129","5500000","220000000",""
"9278","110","30000000","0",""
"9279","89","75000000","129832389",""
"9280","114","0","0",""
"9281","112","0","0",""
"9282","86","0","0",""
"9283","112","0","0",""
"9284","101","0","0",""
"9285","93","0","0",""
"9286","93","0","0",""
"9287","107","0","0",""
"9288","105","0","0",""
"9289","178","10000000","50000000",""
"9290","92","21150000","0",""
"9291","113","0","0",""
"9292","100","0","0",""
"9293","89","0","0",""
"9294","123","0","0",""
"9295","87","0","0",""
"9296","117","10000000","19576023",""
"9297","91","75000000","140175006",""
"9298","88","0","0",""
"9299","119","930000","3450000",""
"9300","93","0","0",""
"9301","135","0","0",""
"9302","119","0","0",""
"9303","108","0","0",""
"9304","113","0","0",""
"9305","80","0","0",""
"9306","96","0","0",""
"9307","95","0","0",""
"9308","82","0","0",""
"9310","107","0","0",""
"9311","121","0","0",""
"9312","101","0","0",""
"9313","132","0","0",""
"9314","113","0","0",""
"9315","98","55000000","223387299",""
"9316","105","0","0",""
"9317","98","0","0",""
"9318","79","0","0",""
"9319","105","0","59509925",""
"9320","87","0","0",""
"9321","90","0","5000000",""
"9322","115","5017971","0",""
"9323","82","0","0",""
"9324","115","0","0",""
"9325","78","4000000","205843612",""
"9326","105","10000000","86572238",""
"9327","91","54000000","273961019",""
"9330","0","5000000","0",""
"9331","136","65000000","207000000",""
"9333","101","67000000","47267001",""
"9334","92","0","0",""
"9335","87","0","0",""
"9336","96","0","0",""
"9337","90","0","0",""
"9339","107","0","237700000",""
"9340","114","0","0",""
"9341","135","73498611","60000000",""
"9342","136","0","250288523",""
"9343","158","0","0",""
"9344","91","0","0",""
"9345","100","0","0",""
"9346","98","6200000","63541777",""
"9347","98","0","0",""
"9348","108","0","0",""
"9349","102","23000000","101200000",""
"9350","113","0","255000000",""
"11869","92","0","0",""
"9352","90","0","0",""
"9353","92","0","0",""
"9354","93","0","222700000",""
"9355","107","0","0",""
"9356","81","0","0",""
"9357","96","0","0",""
"9358","90","0","0",""
"9359","127","0","0",""
"9360","89","45000000","0",""
"9361","108","0","0",""
"9362","92","0","0",""
"9363","100","22000000","63647656","http://www.hailcaesarmovie.com"
"56871","77","0","0",""
"9365","0","0","0",""
"9366","127","0","0",""
"9367","81","9000","0",""
"9368","98","0","0",""
"9369","85","0","0",""
"9370","100","0","0",""
"9371","87","0","0",""
"9372","100","0","0",""
"9373","98","0","0",""
"9374","104","0","0",""
"9375","97","0","0",""
"9377","102","0","0",""
"9378","91","0","0",""
"9379","92","0","0",""
"9381","101","60000000","72000000","http://www.babylonadmovie.com/"
"9382","115","0","0",""
"9383","112","0","0",""
"9384","101","0","0",""
"9385","82","0","0",""
"9386","128","40000000","176997168",""
"9387","129","20000000","69000000",""
"9388","92","10000000","39323027",""
"9389","105","0","0",""
"9390","139","0","273600000",""
"9391","100","0","0",""
"9392","99","0","0",""
"9393","117","0","0",""
"9394","109","0","0",""
"9395","99","0","0",""
"9396","110","9000000","239606210",""
"9397","101","80000000","0",""
"9398","89","28000000","60000000",""
"9399","105","0","0",""
"9400","118","0","0",""
"9401","104","0","0",""
"9402","82","0","0",""
"9403","109","0","0",""
"9405","97","0","0",""
"9406","105","0","0",""
"9407","122","0","0",""
"9408","85","0","0",""
"9409","105","0","0",""
"9410","111","0","0",""
"9411","123","0","0",""
"9412","96","0","0",""
"9413","105","19000000","0",""
"9414","97","0","0",""
"9415","102","0","0",""
"9416","97","0","0",""
"9417","87","0","9623329",""
"9418","106","0","0",""
"9419","92","0","0",""
"9420","94","0","0",""
"9421","80","0","0",""
"9422","110","0","0",""
"9423","99","0","0",""
"9424","82","0","0",""
"9425","88","75000000","15000000",""
"9426","96","0","0",""
"9427","91","3500000","257938649",""
"9428","110","0","0",""
"9429","81","0","0",""
"9430","98","0","0",""
"9431","83","0","0",""
"9432","126","0","0",""
"9433","113","0","0",""
"9434","107","0","0",""
"9437","111","0","0",""
"9438","84","0","0",""
"9439","102","0","0",""
